,数量,是否出现在单词爬取网站
assembly,6,False
rented,6,False
drank,6,False
chart,6,True
accounts,6,False
also,6,True
Earth,6,False
campus,6,True
prospect,6,True
snakes,6,False
chased,6,False
corruption,6,False
vessel,6,True
attorney,6,True
arrival,6,True
danced,6,False
umbrella,6,False
merchandise,6,False
dug,6,False
checks,6,False
demonstrations,6,False
staying,6,False
hung,6,False
dessert,6,False
rivers,6,False
cattle,6,False
nail,6,False
opposed,6,False
preserved,6,False
privacy,6,True
depressed,6,False
tragedy,6,True
hire,6,True
Americans,6,False
signaled,6,False
regional,6,True
choose,6,True
royal,6,False
schedule,6,True
subjected,6,False
cleaning,6,False
leather,6,True
centuries,6,False
girlfriend,6,True
oceans,6,False
bow,6,False
kings,6,False
confused,6,False
matches,6,False
aged,6,False
uncle,6,True
gain,6,True
Picasso,6,False
episode,4,True
silvered,4,False
eased,4,False
sheaves,4,False
primarily,4,True
DNA,4,True
dioxide,4,False
tablecloth,4,False
downward,4,False
strangers,4,False
Bach,4,False
finest,4,False
properties,4,False
knowing,4,False
eclipse,4,False
northwest,4,False
anesthetic,4,False
fort,4,False
chrysanthemums,4,False
becoming,4,False
causes,4,False
phased,4,False
yards,4,False
peroxide,4,False
continent,4,False
Midwest,4,False
Vietnam,4,False
salesgirl,4,False
purchasing,4,False
repair,4,False
lung,4,True
dilemma,4,False
algebra,4,False
wounds,4,False
shelled,4,False
roofs,4,False
reprimand,4,False
separately,4,False
downed,4,False
essentially,4,True
bolt,4,False
establishment,4,True
evaluate,4,True
sidewalks,4,False
excited,4,False
fighter,4,True
glance,4,True
Long,4,False
depend,4,True
producing,4,False
roaming,4,False
rational,4,False
delinquents,4,False
effectively,4,True
officers,4,False
planets,4,False
trait,4,False
draws,4,False
exist,4,True
enable,4,True
modesty,4,False
divisions,4,False
wedlock,4,False
hostile,4,False
document,4,True
distinguish,4,True
pity,4,False
snapshots,4,False
mathematician,4,False
exhibits,4,False
futility,4,False
waltz,4,False
treason,4,False
expense,4,True
chores,4,False
teenager,4,True
embraced,4,False
distinctions,4,False
significantly,4,True
bombs,4,False
dropping,4,False
occasions,4,False
competitors,4,False
wanders,4,False
peers,4,False
twig,4,False
parked,4,False
jogging,4,False
calculus,4,False
inglorious,4,False
Bob,4,False
gears,4,False
diversity,4,True
enhance,4,True
divide,4,True
expand,4,True
warranty,4,False
eternal,4,False
tunnel,4,True
enables,4,False
privileges,4,False
adding,4,False
wastes,4,False
justify,4,True
evenly,4,False
Newark,4,False
polished,4,False
wondered,4,False
bounds,4,False
downfall,4,False
distribute,4,True
silvery,4,False
eliminated,4,False
examined,4,False
Students,4,False
sunset,4,False
exceeds,4,False
taxation,4,False
textbook,4,False
suitcase,4,False
helpers,4,False
expose,4,True
bedroom,4,True
swept,4,False
harsh,4,False
cautious,4,False
dragging,4,False
deserved,4,False
sights,4,False
pornography,4,False
shortsighted,4,False
varieties,4,False
doorway,4,False
Italians,4,False
Confederate,4,False
entertainers,4,False
peas,4,False
yielded,4,False
earns,4,False
Parents,4,False
canary,4,False
Start,4,False
wilderness,4,False
gin,4,False
puzzle,4,False
likeness,4,False
alchemists,4,False
salmon,4,False
environmental,4,True
scholarship,4,True
selling,4,False
quartered,4,False
diner,4,False
seriously,4,True
winnings,4,False
suspicion,4,False
discover,4,True
explained,4,False
mechanical,4,False
pitchers,4,False
disorder,4,True
dominant,4,True
wiring,4,False
dismissed,4,False
scarcely,4,False
sharply,4,False
exercising,4,False
pause,4,True
younger,4,False
palm,4,True
commerce,4,False
territorial,4,False
hut,4,False
rainfall,4,False
backhand,4,False
meanwhile,4,True
subsequent,4,True
pneumonia,4,False
flaw,4,False
raced,4,False
salesmen,4,False
remembers,4,False
Canada,4,False
quote,4,True
hygiene,4,False
transitioned,4,False
factions,4,False
survivor,4,True
messaged,4,False
meadow,4,False
validity,4,False
contributions,4,False
explode,4,True
matched,4,False
begun,4,False
Venice,4,False
merry,4,False
Rome,4,False
makeup,4,True
trunk,4,False
manned,4,False
manage,4,True
temptations,4,False
Venus,4,False
athletes,4,False
anniversary,4,True
march,4,False
translates,4,False
And,4,False
Lord,4,False
Cain,4,False
disappointment,4,False
mastered,4,False
clash,4,False
transferred,4,False
reforms,4,False
Hudson,4,False
bananas,4,False
pulls,4,False
reflex,4,False
motivation,4,True
ad,4,True
mounted,4,False
slides,4,False
swear,4,True
humanity,4,False
scrutiny,4,False
senators,4,False
families,4,False
resign,4,False
speaking,4,False
Rights,4,False
selection,4,True
narrowed,4,False
cruise,4,False
pulling,4,False
strips,4,False
beside,4,True
twin,4,True
profits,4,False
disturbance,4,False
injuries,4,False
flooding,4,False
minority,4,True
inspection,4,False
mirrors,4,False
jewelry,4,False
mixing,4,False
Jupiter,4,False
gradual,4,False
cultures,4,False
mode,4,True
pursued,4,False
photos,4,False
clarity,4,False
moderated,4,False
trigger,4,False
treed,4,False
maintain,4,True
pile,4,True
graceful,4,False
lies,4,False
responded,4,False
journal,4,True
detective,4,False
Christ,4,False
supper,4,False
undergoes,4,False
warmly,4,False
lightest,4,False
buds,4,False
idle,4,False
losing,4,False
shed,4,False
misty,4,False
guitar,4,False
listen,4,True
generally,4,True
nephews,4,False
Bosnia,4,False
licensed,4,False
visits,4,False
Yale,4,False
Thursday,4,False
hormone,4,False
strengthen,4,True
rites,4,False
lately,4,False
symptom,4,True
quarrel,4,False
launched,4,False
presupposes,4,False
observer,4,True
prior,4,True
At,4,False
stretches,4,False
facing,4,False
legitimate,4,True
joining,4,False
lesson,4,True
levelled,4,False
Life,4,False
pub,4,False
Democratic,4,False
dreamed,4,False
option,4,True
jungle,4,False
scared,4,True
unemployed,4,False
loaded,4,False
struggled,4,False
bike,4,True
unhappy,4,False
ranges,4,False
proofread,4,False
mines,4,False
India,4,False
platoon,4,False
loudly,4,False
parish,4,False
murmur,4,False
rains,4,False
Irish,4,True
roast,4,False
rated,4,False
limitation,4,True
sorrow,4,False
ghosts,4,False
enjoyable,4,False
limitations,4,False
reasoning,4,False
warriors,4,False
toe,4,True
proposition,4,False
crab,4,False
negatively,4,False
addict,4,False
reaches,4,False
starboard,4,False
translated,4,False
tricks,4,False
Lincoln,4,False
Center,4,False
performers,4,False
regret,4,False
sums,4,False
parks,4,False
Brazil,4,False
Carnegie,4,False
patches,4,False
priced,4,False
scientist,4,True
spaces,4,False
wasted,4,False
voltage,4,False
suicide,4,True
perception,4,True
shear,4,False
strict,4,False
testify,4,True
merits,4,False
earthquakes,4,False
skimmed,4,False
recovery,4,True
periods,4,False
hers,4,False
sciences,4,False
passages,4,False
encouraging,4,False
pressing,4,False
partly,4,True
Such,4,False
swollen,4,False
jet,4,True
weathered,4,False
paired,4,False
critics,4,False
panned,4,False
panel,4,True
paralyzed,4,False
supports,4,False
rear,4,False
glue,4,False
unruly,4,False
vigor,4,False
preference,4,True
policemen,4,False
coil,4,False
partnership,4,True
pie,4,True
pitches,4,False
paced,4,False
pregnancy,4,True
deplored,4,False
microwave,4,False
representation,4,True
powdered,4,False
porting,4,False
portraits,4,False
portrays,4,False
evils,4,False
possessed,4,False
sailed,4,False
pounded,4,False
possesses,4,False
bankruptcy,4,False
possibly,4,True
posts,4,False
soldier,4,True
potentially,4,True
swinging,4,False
pencil,4,False
pray,4,True
bleeding,4,False
sensed,4,False
manufacture,4,False
telescoped,4,False
knee,4,True
cooling,4,False
meats,4,False
deaf,4,False
taxed,4,False
commencement,4,False
video,4,True
suspense,4,False
races,4,False
dissonance,4,False
rack,4,False
hose,4,False
fountains,4,False
stereo,4,False
flute,4,False
pleased,4,False
packs,4,False
paces,4,False
copper,4,False
congregation,4,False
noises,4,False
nosed,4,False
ducked,4,False
sarcasm,4,False
vehicles,4,False
profile,4,True
Olympics,4,False
dictator,4,False
distinctive,4,False
fireplace,4,False
preferred,4,False
documents,4,False
numerous,4,True
objected,4,False
appraisal,4,False
demonstrate,4,True
certificate,4,False
occupancy,4,False
nodded,4,False
restless,4,False
lime,4,False
concentrated,4,False
parent,4,True
Constitution,4,False
execution,4,False
nearer,4,False
fainted,4,False
weeping,4,False
nigh,4,False
cart,4,False
behave,4,False
vanished,4,False
sufficient,4,True
outlook,4,False
retarded,4,False
railroad,4,False
compete,4,True
hairdo,4,False
Murdoch,4,False
rely,4,True
mortgages,4,False
prayers,4,False
accelerated,4,False
endearing,4,False
bath,4,False
jets,4,False
encountered,4,False
printed,4,False
Mexico,4,False
stoppage,4,False
lifestyle,4,True
thus,4,True
orientation,4,True
editorial,4,False
radiation,4,False
vegetable,4,True
restored,4,False
reverse,4,False
otherwise,4,True
endeavors,4,False
frown,4,False
wallpaper,4,False
armies,4,False
differs,4,False
producer,4,True
texture,4,False
offering,4,False
specials,4,False
blizzard,4,False
acceptance,4,False
applicants,4,False
tooled,4,False
shine,4,True
suggestion,4,True
opens,4,False
consolidate,4,False
conversational,4,False
tasks,4,False
mountaineers,4,False
memorable,4,False
Fifth,4,False
operate,4,True
smog,4,False
congestion,4,False
molecules,4,False
resolved,4,False
canal,4,False
recognize,4,True
freely,4,False
presents,4,False
Nicklaus,4,False
elaborate,4,False
bound,4,False
sketches,4,False
resentment,4,False
veteran,4,True
respects,4,False
requirement,4,True
ignored,4,False
crystals,4,False
generations,4,False
Dick,4,False
preach,4,False
seeing,4,False
lacks,4,False
foundered,4,False
factual,4,False
mysticism,4,False
adventurers,4,False
charity,4,True
molecular,4,False
Man,4,False
accusations,4,False
flying,4,False
kite,4,False
parting,4,False
scenes,4,False
Caribbean,4,False
Cincinnati,4,False
stain,4,False
Caesar,4,False
feminist,4,False
Carter,4,False
tsunami,4,False
entertained,4,False
judging,4,False
says,4,False
parade,4,False
specifically,4,True
locker,4,False
lettuce,4,False
vary,4,True
wonder,4,True
generate,4,True
prejudice,4,False
gestured,4,False
Let,4,False
masked,4,False
priority,4,True
terrace,4,False
reviewed,4,False
global,4,True
fool,4,False
interview,4,True
Get,4,False
interior,4,False
drafts,4,False
violinists,4,False
systems,4,False
god,4,False
aureate,4,False
geartrain,4,False
rogue,4,False
Boston,4,False
cheaper,4,False
proceeds,4,False
coarse,4,False
liberation,4,False
risked,4,False
endless,4,False
rises,4,False
fund,4,True
harbor,4,False
preparing,4,False
nuts,4,False
rings,4,False
gaining,4,False
righted,4,False
nobody,4,True
tropics,4,False
gang,4,True
gardening,4,False
tribes,4,False
washes,4,False
females,4,False
schooled,4,False
pizza,4,False
tales,4,False
Virginia,4,False
amusing,4,False
fanned,4,False
Before,4,False
lens,4,False
seeks,4,False
sourced,4,False
George,4,False
falls,4,False
fathers,4,False
endorsed,4,False
geological,4,False
crust,4,False
attraction,4,False
winters,4,False
processor,4,False
sheets,4,False
seize,4,True
tides,4,False
hackers,4,False
threaten,4,True
composure,4,False
dozen,4,True
equation,4,False
caution,4,False
integration,4,False
temperatures,4,False
fears,4,False
fiction,4,True
formerly,4,False
sleet,4,False
fade,4,True
hostages,4,False
nevertheless,4,True
Fear,4,False
Holocaust,4,False
footing,4,False
morality,4,False
barometer,4,False
sneak,4,False
berries,4,False
malaria,4,False
samples,4,False
garter,4,False
chef,4,True
burst,4,False
scream,4,True
fitted,4,False
volunteered,4,False
gaze,4,True
resulted,4,False
quinine,4,False
mattress,4,False
seams,4,False
conservatism,4,False
floating,4,False
screaming,4,False
plaster,4,False
floors,4,False
floored,4,False
SAT,4,False
verse,4,False
grasp,4,False
blooming,4,False
container,4,True
cheating,4,False
South,4,False
speaks,4,False
sector,4,True
fielded,4,False
hockey,4,False
compartment,4,False
missions,4,False
location,4,True
fires,4,False
sporting,4,False
molecule,4,False
finance,4,True
shaped,4,False
fingered,4,False
binding,4,False
applause,4,False
pleasant,4,False
batters,4,False
stump,4,False
grab,4,True
canyon,4,False
regulation,4,True
solutions,4,False
interpret,4,True
intervention,4,True
blackboard,4,False
syntax,4,False
conference,4,True
involve,4,True
regardless,4,True
relation,4,True
regard,4,True
feathers,4,False
stands,4,False
hospitality,4,False
tubing,4,False
jacketed,4,False
flames,4,False
ranged,4,False
Black,4,False
institutional,4,True
paths,4,False
suggestions,4,False
recited,4,False
Social,4,False
courtesy,4,False
To,4,False
impress,4,True
considerations,4,False
texts,4,False
includes,4,False
incredible,4,True
dryer,4,False
surged,4,False
clambered,4,False
judgments,4,False
opponents,4,False
strain,4,False
output,4,False
wholly,4,False
stare,4,True
As,4,False
ownership,4,False
implication,4,True
Pakistan,4,False
artichokes,4,False
foods,4,False
killer,4,True
desserts,4,False
kiss,4,True
recruited,4,False
louder,4,False
lied,4,False
terrorism,4,True
collision,4,False
Tears,4,False
jail,4,True
safely,4,False
corporations,4,False
sociology,4,False
stains,4,False
shingles,4,False
resort,4,True
pig,4,False
gloves,4,False
justice,4,True
weighed,4,False
journals,4,False
juices,4,False
trainer,4,False
statue,4,False
reflection,4,True
marathon,4,False
reward,4,False
diary,4,False
flood,4,False
touchdown,4,False
earn,4,True
merger,4,False
trips,4,False
batteries,4,False
keyed,4,False
Virgin,4,False
rained,4,False
kicking,4,False
robberies,4,False
concerns,4,False
graduates,4,False
resource,4,True
Jews,4,False
wonderful,4,True
phrase,4,True
dizzy,4,False
drinker,4,False
liquor,4,False
industries,4,False
gale,4,False
impaired,4,False
cabinet,4,True
wildly,4,False
relied,4,False
resembles,4,False
tread,4,False
investor,4,True
casualties,4,False
accidents,4,False
literacy,4,False
adjusted,4,False
hammer,4,False
blames,4,False
jar,4,False
privilege,4,False
trophy,4,False
cradle,4,False
bunker,4,False
grounds,4,False
retain,4,True
guards,4,False
landlord,4,False
salute,4,False
responses,4,False
doll,4,False
termites,4,False
spreading,4,False
layers,4,False
loaf,4,False
illegible,4,False
voiced,4,False
skilled,4,False
heritage,4,True
bat,4,False
demons,4,False
craps,4,False
antique,4,False
enabled,4,False
reporting,4,False
understands,4,False
chosen,4,False
couples,4,False
Susan,4,False
pink,4,True
Miller,4,False
butcher,4,False
dice,4,False
Cape,4,False
Cod,4,False
survives,4,False
Shakespearean,4,False
iced,4,False
recently,4,True
inspire,4,True
homes,4,False
holidays,4,False
observed,4,False
victories,4,False
Second,4,False
risks,4,False
ceilings,4,False
incline,4,False
highlight,4,True
eyebrows,4,False
upwards,4,False
historic,4,True
thermometer,4,False
representations,4,False
starts,4,False
users,4,False
gallon,4,False
truths,4,False
squared,4,False
canteen,4,False
bald,4,False
surprises,4,False
Mafia,4,False
medieval,4,False
increases,4,False
housework,4,False
conditioning,4,False
insure,4,False
lightning,4,False
contents,4,False
emptied,4,False
trends,4,False
turns,4,False
associates,4,False
nag,4,False
terrain,4,False
hull,4,False
pier,4,False
actioned,4,False
contacts,4,False
sunshine,4,False
consumption,4,True
consumed,4,False
encyclopedia,4,False
theorem,4,False
sobs,4,False
ingredient,4,True
favors,4,False
uniforms,4,False
brown,4,True
prehistoric,4,False
pageantry,4,False
contracted,4,False
slaves,4,False
assured,4,False
breasted,4,False
shares,4,False
sour,4,False
handshake,4,False
bride,4,False
wisdom,4,True
convention,4,True
creature,4,True
glasses,4,False
Nations,4,False
invade,4,False
associated,4,False
trumpet,4,False
positions,4,False
robes,4,False
Are,4,False
controlled,4,False
jewel,4,False
wished,4,False
airy,4,False
advancing,4,False
spotlights,4,False
classmates,4,False
pan,4,True
reconstruct,4,False
bunch,4,True
burns,4,False
retreated,4,False
vigorous,4,False
tongues,4,False
publisher,4,True
conversation,4,True
skies,4,False
screamed,4,False
confront,4,True
proposals,4,False
frigid,4,False
dates,4,False
glorious,4,False
harder,4,False
witnesses,4,False
fulfillment,4,False
confidences,4,False
components,4,False
robbery,4,False
rocks,4,False
heroism,4,False
experienced,4,False
racially,4,False
purposes,4,False
bunched,4,False
brushes,4,False
nightingale,4,False
constructions,4,False
constructed,4,False
repairs,4,False
constantly,4,True
ideals,4,False
respiratory,4,False
lightly,4,False
consist,4,True
quantity,4,False
rang,4,False
shallow,4,False
hostage,4,False
conservative,4,True
obligations,4,False
consensus,4,True
declines,4,False
via,4,True
nightmare,4,False
styles,4,False
knocking,4,False
brick,4,True
detergents,4,False
towns,4,False
missionaries,4,False
valley,4,True
conclusions,4,False
surroundings,4,False
glanced,4,False
awareness,4,True
acclaim,4,False
writings,4,False
subpoena,4,False
analysis,4,True
dissertation,4,False
examine,4,True
bankrupt,4,False
credited,4,False
doomed,4,False
stamps,4,False
excitement,4,False
Cubism,4,False
bravery,4,False
Great,4,False
gate,4,True
investigating,4,False
During,4,False
Crown,4,False
Prince,4,False
password,4,False
boom,4,True
unusually,4,False
constitutes,4,False
grandparents,4,False
lion,4,False
furnished,4,False
historians,4,False
interchangeably,4,False
dental,4,False
Supreme,4,True
theories,4,False
west,4,True
raft,4,False
printing,4,False
executive,4,True
ancients,4,False
beneath,4,True
bowed,4,False
wearing,4,False
feast,4,False
oysters,4,False
nailed,4,False
doctrine,4,False
assembled,4,False
stranger,4,True
skills,4,False
donkey,4,False
steel,4,True
nest,4,False
jars,4,False
cub,4,False
fox,4,False
cube,4,False
sells,4,False
idiot,4,False
pork,4,False
chops,4,False
attends,4,False
attempted,4,False
acting,4,False
acids,4,False
providing,4,False
attacks,4,False
designer,4,True
Poland,4,False
Hitler,4,False
unavoidable,4,False
fancy,4,False
village,4,True
enthusiasm,4,False
thunderstorm,4,False
playwright,4,False
cooled,4,False
hotels,4,False
dam,4,False
threatened,4,False
languages,4,False
recital,4,False
carpentry,4,False
incorporated,4,False
acres,4,False
warrants,4,False
reserve,4,False
courting,4,False
cameras,4,False
embarked,4,False
bricks,4,False
overseas,4,False
forgotten,4,False
attributed,4,False
illustrations,4,False
persuasive,4,False
bottoms,4,False
aversion,4,False
attracts,4,False
sentry,4,False
taller,4,False
sewer,4,False
keeping,4,False
attentions,4,False
ovation,4,False
Germanic,4,False
corrected,4,False
integrated,4,False
disappoint,4,False
tanned,4,False
sleepy,4,False
Pearl,4,False
Harbor,4,False
cork,4,False
steering,4,False
addressing,4,False
cleaner,4,False
remedy,4,False
fingernails,4,False
dues,4,False
classical,4,False
D,4,False
daisies,4,False
crops,4,False
chairperson,4,False
discount,4,False
endowed,4,False
emerging,4,False
answering,4,False
allowable,4,False
contradicted,4,False
disobedience,4,False
Spassky,4,False
peoples,4,False
authorities,4,False
lengths,4,False
commemorating,4,False
reinforce,4,True
shining,4,False
irrigation,4,False
lowered,4,False
climbing,4,False
housed,4,False
delicate,4,False
patrons,4,False
complexion,4,False
drought,4,False
archaic,4,False
Desdemona,4,False
existed,4,False
anywhere,4,True
whistle,4,False
blues,4,False
reds,4,False
waterfall,4,False
laughter,4,False
microscope,4,False
rainwater,4,False
tastes,4,False
celebrate,4,True
celebration,4,True
centered,4,False
liberty,4,False
airports,4,False
cited,4,False
pocketed,4,False
prosecution,4,False
Bush,4,False
anxiety,4,True
altogether,4,False
jurors,4,False
retail,4,False
hay,4,False
cavalry,4,False
admiring,4,False
trotted,4,False
drunken,4,False
altered,4,False
disasters,4,False
requests,4,False
evasively,4,False
amounted,4,False
Greek,4,False
Freud,4,False
characteristics,4,False
inflammatory,4,False
Venetian,4,False
arrives,4,False
bills,4,False
lining,4,False
physician,4,True
mystery,4,True
impact,4,True
airwaves,4,False
champion,4,True
ruined,4,False
chanced,4,False
moods,4,False
chances,4,False
totally,4,True
chip,4,True
chipped,4,False
Would,4,False
shifting,4,False
chief,4,True
fertilizer,4,False
mechanic,4,False
overnight,4,False
yarn,4,False
instant,4,False
shutting,4,False
cheap,4,True
interpretations,4,False
rabbit,4,False
ally,4,True
pillar,4,False
musicians,4,False
factory,4,True
filmed,4,False
commands,4,False
poets,4,False
decency,4,False
soap,4,False
loses,4,False
funeral,4,True
diamonds,4,False
genius,4,False
nearest,4,False
ejected,4,False
Horowitz,4,False
fee,4,True
corporation,4,True
instruction,4,True
armchair,4,False
houseguests,4,False
enjoys,4,False
Bar,4,False
insecurity,4,False
adopt,4,True
June,4,False
vine,4,False
combined,4,False
combine,4,True
Fall,4,False
seldom,4,False
preachers,4,False
buggywhips,4,False
bootleggers,4,False
Government,4,False
offenders,4,False
elevator,4,False
youthful,4,False
identified,4,False
argues,4,False
fortunate,4,False
shark,4,False
Take,4,False
constituent,4,False
melody,4,False
folk,4,True
variations,4,False
rectangle,4,False
wardrobe,4,False
newcomers,4,False
gentleman,4,True
physically,4,True
viewed,4,False
Romans,4,False
dorm,4,False
bathroom,4,True
cinnamon,4,False
Snow,4,False
Jewish,4,True
Germans,4,False
manual,4,False
affects,4,False
mob,4,False
cluster,4,True
afforded,4,False
Thou,4,False
jazz,4,False
transmitted,4,False
sadness,4,False
spores,4,False
blossoms,4,False
witnessed,4,False
sapiens,4,False
monitoring,4,False
timed,4,False
haircut,4,False
credits,4,False
ages,4,False
probe,4,False
tune,4,False
contest,4,True
loot,4,False
appeals,4,False
cracks,4,False
careered,4,False
ruling,4,False
Women,4,False
diagnosis,4,False
tend,4,True
limits,4,False
capability,4,True
treasury,4,False
firms,4,False
outpost,4,False
disk,4,False
organism,4,False
approved,4,False
collective,4,True
consulted,4,False
surgeon,4,False
deputy,4,True
indexes,4,False
castle,4,False
grey,4,False
Spring,4,False
cure,4,False
vasoconstrictor,4,False
psychology,4,True
iodine,4,False
advocated,4,False
traded,4,False
nicely,4,False
stance,4,False
arrested,4,False
viewers,4,False
pays,4,False
popcorn,4,False
concocted,4,False
spared,4,False
beds,4,False
deeds,4,False
abdominal,4,False
stupid,4,True
abuses,4,False
coals,4,False
Lake,4,False
detail,4,True
urge,4,True
blackened,4,False
disagreed,4,False
entrusted,4,False
writers,4,False
unfortunately,4,True
tribe,4,True
tether,4,False
dearly,4,False
helpless,4,False
cigar,4,False
costs,4,False
bake,4,True
fronts,4,False
aground,4,False
absorb,4,True
finishing,4,False
mobile,4,False
coats,4,False
sailing,4,False
mining,4,False
wrist,4,False
proportions,4,False
fare,4,False
tub,4,False
soared,4,False
observation,4,True
frozen,4,False
drum,4,False
congratulated,4,False
wiped,4,False
dispelled,4,False
shadows,4,False
blades,4,False
navy,4,False
dignity,4,False
kissing,4,False
dated,4,False
Scientists,4,False
archeological,4,False
technique,4,True
jackets,4,False
cared,4,False
easier,4,False
bases,4,False
mighty,4,False
Empire,4,False
Chanel,4,False
lengthy,4,False
reciprocal,4,False
payments,4,False
leaving,4,False
barred,4,False
wandering,4,False
sincerity,4,False
forgiving,4,False
dances,4,False
chose,4,False
demonstrated,4,False
mousetrap,4,False
currents,4,False
bells,4,False
lords,4,False
observe,4,True
scorn,4,False
planting,4,False
rushing,4,False
demanding,4,False
verbal,4,False
belongs,4,False
linguistic,4,False
elbow,4,False
cashed,4,False
define,4,True
smallest,4,False
whales,4,False
mammals,4,False
frankness,4,False
sigh,4,True
orchestra,4,False
workout,4,False
baking,4,False
butterflies,4,False
strategy,4,True
Presidential,4,False
accustomed,4,False
convocation,4,False
lint,4,False
weights,4,False
officially,4,False
divorced,4,False
coke,4,False
syndrome,4,False
decline,4,True
depths,4,False
bind,4,True
decreased,4,False
loyalty,4,False
fever,4,False
stripes,4,False
dependable,4,False
twelve,4,True
experiments,4,False
greatest,4,True
casserole,4,False
billed,4,False
monarch,4,False
noun,4,False
expenditure,4,False
dangers,4,False
trousers,4,False
punished,4,False
abandoned,4,False
driveway,4,False
eventually,4,True
ribs,4,False
cliffs,4,False
conjecture,4,False
Duchess,4,False
barber,4,False
plumber,4,False
ingredients,4,False
oars,4,False
signature,4,False
sagged,4,False
emitted,4,False
paintings,4,False
permit,4,True
devise,4,False
breaking,4,False
velvet,4,False
hatred,4,False
Vietnamese,4,False
lab,4,True
constitute,4,True
injury,4,True
impatiently,4,False
basically,4,True
curtain,4,False
backward,4,False
occupied,4,False
trenches,4,False
worldly,4,False
abrupt,4,False
championship,4,True
sloppy,4,False
insisted,4,False
link,4,True
reserved,4,False
fought,4,False
attic,4,False
automatically,4,False
dialogue,4,True
conditioned,2,False
ointments,2,False
comparing,2,False
braced,2,False
prospective,2,False
reflexes,2,False
referenced,2,False
Drive,2,False
theft,2,False
fiscal,2,False
relates,2,False
slowness,2,False
thrust,2,False
Sound,2,False
sunglasses,2,False
deadline,2,False
empanel,2,False
birdies,2,False
December,2,False
amended,2,False
omitted,2,False
dyes,2,False
Church,2,False
puffy,2,False
reddened,2,False
relaxes,2,False
ballpark,2,False
curfew,2,False
wildlife,2,False
yours,2,True
gelatin,2,False
priorities,2,False
absurd,2,False
influx,2,False
bites,2,False
relatively,2,True
foreigners,2,False
niece,2,False
deceased,2,False
referring,2,False
specialist,2,True
poll,2,True
referred,2,False
Christians,2,False
panting,2,False
armful,2,False
toad,2,False
rejoiced,2,False
reformed,2,False
el,2,False
reinforced,2,False
sorrows,2,False
describe,2,True
rendition,2,False
offspring,2,False
haircuts,2,False
oblongs,2,False
nincompoop,2,False
polygon,2,False
tracks,2,False
regulations,2,False
appearances,2,False
collaboration,2,False
regulars,2,False
outlet,2,False
drowned,2,False
electronics,2,False
PTA,2,False
departures,2,False
meanings,2,False
roller,2,False
rookie,2,False
diametrical,2,False
Interest,2,False
processing,2,False
penguins,2,False
mistress,2,False
bleach,2,False
relate,2,True
seagreen,2,False
mistook,2,False
manly,2,False
regards,2,False
topical,2,False
crushing,2,False
blooms,2,False
inhabit,2,False
morass,2,False
lavender,2,False
exertion,2,False
reject,2,True
sweetness,2,False
aluminum,2,False
rebellion,2,False
donor,2,False
prose,2,False
aria,2,False
flora,2,False
polar,2,False
adventure,2,True
convulsed,2,False
injecting,2,False
linebackers,2,False
defective,2,False
auto,2,True
remembering,2,False
faulty,2,False
gift,2,True
partitas,2,False
refugees,2,False
approached,2,False
incoming,2,False
poems,2,False
gruesome,2,False
rushed,2,False
multinational,2,False
psychologists,2,False
electrification,2,False
elapsed,2,False
onset,2,False
stimulus,2,False
fussy,2,False
delighted,2,False
Witherspoon,2,False
acknowledgement,2,False
Winter,2,False
diabetes,2,False
solemnity,2,False
mosque,2,False
coexists,2,False
reasonable,2,True
arithmetic,2,False
proclamation,2,False
readings,2,False
wit,2,False
ample,2,False
fussed,2,False
Perot,2,False
Prime,2,False
Nassau,2,False
Minister,2,False
Rogers,2,False
partnered,2,False
humility,2,False
sensible,2,False
doorways,2,False
Astaire,2,False
homelessness,2,False
dawned,2,False
realize,2,True
merited,2,False
rousing,2,False
reasoned,2,False
distinguishing,2,False
rejoice,2,False
elephants,2,False
switches,2,False
chronic,2,False
assistants,2,False
Mark,2,False
swallowed,2,False
Deutsche,2,False
Thanksgiving,2,False
Honesty,2,False
Sea,2,False
recommends,2,False
recommendation,2,True
Al,2,False
Red,2,False
parted,2,False
disclosed,2,False
switchboard,2,False
Moses,2,False
barricade,2,False
prostitute,2,False
riot,2,False
heifers,2,False
partially,2,False
homicide,2,False
booth,2,False
recruit,2,True
allocated,2,False
amok,2,False
errand,2,False
guaranteed,2,False
Regents,2,False
Belize,2,False
diseases,2,False
yen,2,False
unpaved,2,False
Rio,2,False
Grande,2,False
interim,2,False
households,2,False
dishonest,2,False
hovels,2,False
Monte,2,False
vigilance,2,False
insufficient,2,False
boundary,2,True
destination,2,False
bigger,2,False
Carlo,2,False
receptor,2,False
interactions,2,False
cons,2,False
religions,2,False
biologically,2,False
entities,2,False
pros,2,False
scattered,2,False
Musical,2,False
disputes,2,False
Lego,2,False
bulls,2,False
relevant,2,True
thyroid,2,False
rabble,2,False
kickback,2,False
sonnet,2,False
bark,2,False
civilizations,2,False
subtlety,2,False
xerox,2,False
compliment,2,False
bee,2,False
Mankind,2,False
adaptation,2,False
gemstones,2,False
instincts,2,False
ruby,2,False
hazardous,2,False
fraternal,2,False
oxides,2,False
nomad,2,False
gorging,2,False
vein,2,False
hydroxides,2,False
ammonia,2,False
antiques,2,False
fond,2,False
uncles,2,False
blessed,2,False
Americas,2,False
welcoming,2,False
unpatriotic,2,False
gross,2,False
catchy,2,False
